Player Name,Cities,Position,Season,Games Played,Minutes Played Per Game,Points Per Game,Average Field Goals made,Average Field Goals Attempted,Field Goal Percentage,Average 3-Point Field Goals Made,Average 3-Point Field Goals Attempted,3-Point Field Goal Percentage,Average Free Throws Made,Average Free Throws Attempted,Free Throw Percentage,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Double Double,Triple Double,Player Efficiency Rating
Tyreke Evans,NO,G,2015,79,34.1,16.6,6.6,14.7,44.7,0.9,2.9,30.4,2.6,3.7,69.4,5.3,6.6,1.3,0.5,3.1,18,1,17.77
Kawhi Leonard,SA,SF,2015,64,31.8,16.5,6.2,12.8,47.9,1,3,34.9,3.2,3.9,80.2,7.2,2.5,2.3,0.8,1.5,14,0,22.09
Isaiah Thomas,PHX/BOS,G,2015,67,25.8,16.4,5,11.9,42.1,1.9,5.2,37.3,4.5,5.2,86.8,2.3,4.2,0.9,0.1,2.1,0,0,20.63
Kevin Love,CLE,PF,2015,75,33.8,16.4,5.5,12.7,43.4,1.9,5.2,36.7,3.4,4.3,80.4,9.7,2.2,0.7,0.5,1.6,38,0,18.89
JJ Redick,LAC,SG,2015,78,30.9,16.4,5.7,12,47.7,2.6,5.9,43.7,2.3,2.6,90.1,2.1,1.8,0.5,0.1,1.2,0,0,16.23
Goran Dragic,PHX/MIA,PG,2015,78,33.8,16.3,6.4,12.8,50.1,1.2,3.3,34.7,2.3,3,77.3,3.5,4.5,1,0.2,2.2,4,0,17.47
Zach Randolph,MEM,F,2015,71,32.5,16.1,6.4,13.1,48.7,0.1,0.3,35,3.2,4.2,76.5,10.5,2.2,1,0.2,2.2,38,0,19.54
Derrick Favors,UTAH,C,2015,74,30.8,16,6.5,12.4,52.5,0,0.1,16.7,3,4.5,66.9,8.2,1.5,0.8,1.7,1.6,23,0,21.86
Wesley Matthews,POR,SG,2015,60,33.7,15.9,5.6,12.5,44.8,2.9,7.4,38.9,1.8,2.4,75.2,3.7,2.3,1.3,0.2,1.4,0,0,16.15
Jeff Teague,ATL,PG,2015,73,30.5,15.9,5.6,12.2,46,1,2.8,34.3,3.8,4.4,86.2,2.5,7,1.7,0.4,2.8,10,0,20.64
Greg Monroe,DET,C,2015,69,31,15.9,6.1,12.4,49.6,0,0,0,3.7,4.9,75,10.2,2.1,1.1,0.5,2.2,35,0,21.26
Mike Conley,MEM,PG,2015,70,31.8,15.8,5.6,12.6,44.6,1.5,4,38.6,3.1,3.6,85.9,3,5.4,1.3,0.2,2.2,6,0,18.61
Jamal Crawford,LAC,G,2015,64,26.6,15.8,5.2,13.1,39.6,1.9,5.7,32.7,3.5,3.9,90.1,1.9,2.5,0.9,0.2,1.4,0,0,16.71
Chandler Parsons,DAL,SF,2015,66,33.1,15.7,5.8,12.6,46.2,2,5.3,38,2.1,2.9,72,4.9,2.4,1,0.3,1.5,3,0,16.37
Lou Williams,TOR,SG,2015,80,25.2,15.5,4.7,11.6,40.4,1.9,5.6,34,4.3,4.9,86.1,1.9,2.1,1.1,0.1,1.3,0,0,19.9
Enes Kanter,UTAH/OKC,C,2015,75,28.5,15.5,6.4,12.4,51.9,0.2,0.6,35.6,2.4,3.1,78.2,8.9,0.7,0.5,0.4,1.9,31,0,20.36
Markieff Morris,PHX,PF,2015,82,31.5,15.3,6.2,13.4,46.5,0.7,2.2,31.8,2.2,2.8,76.3,6.2,2.3,1.2,0.5,2.1,12,0,15.81
Stephen Curry,GS,PG,2016,79,34.2,30.1,10.2,20.2,50.4,5.1,11.2,45.4,4.6,5.1,90.8,5.4,6.7,2.1,0.2,3.3,15,2,31.56
James Harden,HOU,SG,2016,82,38.1,29,8.7,19.7,43.9,2.9,8,35.9,8.8,10.2,86,6.1,7.5,1.7,0.6,4.6,23,3,25.36
Kevin Durant,OKC,PF,2016,72,35.8,28.2,9.7,19.2,50.5,2.6,6.7,38.6,6.2,6.9,89.8,8.2,5,1,1.2,3.5,27,1,28.25
DeMarcus Cousins,SAC,C,2016,65,34.6,26.9,9.2,20.5,45.1,1.1,3.2,33.3,7.3,10.2,71.8,11.5,3.3,1.6,1.4,3.8,47,1,23.67
LeBron James,CLE,SF,2016,76,35.6,25.3,9.7,18.6,52,1.1,3.7,30.9,4.7,6.5,73.1,7.4,6.8,1.4,0.6,3.3,28,3,27.64
Damian Lillard,POR,PG,2016,75,35.7,25.1,8.2,19.7,41.9,3.1,8.1,37.5,5.5,6.2,89.2,4,6.8,0.9,0.4,3.2,15,0,22.25
Anthony Davis,NO,PF,2016,61,35.5,24.3,9.2,18.6,49.3,0.6,1.8,32.4,5.3,7,75.8,10.3,1.9,1.3,2,2,36,0,25.1
Russell Westbrook,OKC,PG,2016,80,34.4,23.5,8.2,18.1,45.4,1.3,4.3,29.6,5.8,7.2,81.2,7.8,10.4,2,0.3,4.3,54,18,27.64
DeMar DeRozan,TOR,SF,2016,78,35.9,23.5,7.9,17.7,44.6,0.6,1.8,33.8,7.1,8.4,85,4.5,4,1,0.3,2.2,3,0,21.58
Paul George,IND,SG,2016,81,34.8,23.1,7.5,17.9,41.8,2.6,7,37.1,5.6,6.5,86,7,4.1,1.9,0.4,3.3,15,0,20.98
Isaiah Thomas,BOS,G,2016,82,32.2,22.2,7.2,16.9,42.8,2,5.7,35.9,5.8,6.6,87.1,3,6.2,1.1,0.1,2.7,7,0,21.54
Klay Thompson,GS,SG,2016,80,33.3,22.1,8.1,17.3,47,3.5,8.1,42.5,2.4,2.8,87.3,3.8,2.1,0.8,0.6,1.7,0,0,18.67
Carmelo Anthony,NY,PF,2016,72,35.1,21.8,7.9,18.2,43.4,1.5,4.3,33.9,4.6,5.6,82.9,7.7,4.2,0.9,0.5,2.4,22,0,20.38
Kyle Lowry,TOR,PG,2016,77,37,21.2,6.6,15.6,42.7,2.8,7.1,38.8,5.2,6.4,81.1,4.7,6.4,2.1,0.4,2.9,12,1,22.2
Kawhi Leonard,SA,SF,2016,72,33.1,21.2,7.7,15.1,50.5,1.8,4,44.3,4.1,4.6,87.4,6.8,2.6,1.8,1,1.5,12,0,26.11
Jimmy Butler,CHI,SF,2016,67,36.9,20.9,7,15.4,45.4,1,3.1,31.2,5.9,7.1,83.2,5.3,4.8,1.6,0.6,2,10,2,21.33
Kemba Walker,CHA,PG,2016,81,35.6,20.9,7,16.4,42.7,2.2,6,37.1,4.6,5.4,84.7,4.4,5.2,1.6,0.5,2.1,3,0,20.87
CJ McCollum,POR,SG,2016,80,34.8,20.8,8,17.9,44.8,2.5,5.9,41.7,2.3,2.8,82.7,3.2,4.3,1.2,0.3,2.5,2,0,17.79
Andrew Wiggins,MIN,SF,2016,81,35.1,20.7,7.3,16,45.9,0.7,2.3,30,5.3,7,76.1,3.6,2,1,0.6,2.2,1,0,16.61
Brook Lopez,BKN,C,2016,73,33.7,20.6,8.1,15.8,51.1,0,0.2,14.3,4.3,5.5,78.7,7.8,2,0.8,1.7,2.4,26,0,21.8
John Wall,WSH,PG,2016,77,36.2,19.9,7.4,17.5,42.4,1.5,4.3,35.1,3.5,4.5,79.1,4.9,10.2,1.9,0.8,4.1,49,4,19.83
Gordon Hayward,UTAH,SF,2016,80,36.2,19.7,6.5,15,43.3,1.8,5.1,34.9,4.9,6,82.4,5,3.7,1.2,0.3,2.5,4,0,18.37
Chris Paul,LAC,PG,2016,74,32.7,19.5,7,15.1,46.2,1.6,4.4,37.1,4,4.4,89.6,4.2,10,2.1,0.2,2.6,38,0,26.31
Dwyane Wade,MIA,G,2016,74,30.5,19,7.3,16,45.6,0.1,0.6,15.9,4.4,5.5,79.3,4.1,4.6,1.1,0.6,2.7,2,0,20.42
Reggie Jackson,DET,PG,2016,79,30.7,18.8,6.8,15.7,43.4,1.5,4.2,35.3,3.7,4.3,86.3,3.2,6.2,0.7,0.1,2.8,9,0,19.62
Karl-Anthony Towns,MIN,C,2016,82,32,18.3,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,10.5,2,0.7,1.7,2.2,51,0,22.59
Dirk Nowitzki,DAL,F,2016,75,31.5,18.3,6.6,14.8,44.8,1.7,4.6,36.8,3.3,3.7,89.3,6.5,1.8,0.7,0.7,1.1,10,0,19.09
Nikola Vucevic,ORL,C,2016,65,31.3,18.2,8.2,16.1,51,0,0.1,22.2,1.7,2.3,75.3,8.9,2.8,0.8,1.1,1.9,29,0,21.15
Khris Middleton,MIL,SF,2016,79,36.1,18.2,6.4,14.5,44.4,1.8,4.6,39.6,3.5,3.9,88.8,3.8,4.2,1.7,0.2,2.3,1,0,16.85
LaMarcus Aldridge,SA,C,2016,74,30.6,18,7.2,14.1,51.3,0,0.2,0,3.5,4.1,85.8,8.5,1.5,0.5,1.1,1.3,26,0,22.43
Kobe Bryant,LAL,SF,2016,66,28.2,17.6,6,16.9,35.8,2,7.1,28.5,3.5,4.3,82.6,3.7,2.8,0.9,0.2,2,2,0,14.94
Rudy Gay,SAC,SF,2016,70,34,17.2,6.7,14.4,46.3,1.1,3.1,34.4,2.8,3.6,78,6.5,1.7,1.4,0.7,2,7,0,15.51
Paul Millsap,ATL,PF,2016,81,32.7,17.1,6.2,13.2,47,0.9,2.9,31.9,3.8,5,75.7,9,3.3,1.8,1.7,2.4,32,0,21.33
Ryan Anderson,NO,PF,2016,66,30.4,17,6,14.1,42.7,2,5.4,36.6,3,3.5,87.3,6,1.1,0.6,0.4,1.4,8,0,17.3
Giannis Antetokounmpo,MIL,PF,2016,80,35.3,16.9,6.4,12.7,50.6,0.4,1.4,25.7,3.7,5.1,72.4,7.7,4.3,1.2,1.4,2.6,21,5,18.86
Jrue Holiday,NO,PG,2016,65,28.2,16.8,6.3,14.4,43.8,1.3,4,33.6,2.8,3.3,84.3,3,6,1.4,0.3,2.6,5,0,19.74
Pau Gasol,CHI,PF,2016,72,31.8,16.5,6.5,13.8,46.9,0.3,1,34.8,3.2,4,79.2,11,4.1,0.6,2,2.3,46,2,21.76
Derrick Favors,UTAH,C,2016,62,32,16.4,6.7,13.1,51.5,0,0.1,0,2.9,4.1,70.9,8.1,1.5,1.2,1.5,1.7,19,0,21.71
Derrick Rose,CHI,PG,2016,66,31.8,16.4,6.8,15.9,42.7,0.7,2.3,29.3,2.2,2.7,79.3,3.4,4.7,0.7,0.2,2.7,1,0,13.52
JJ Redick,LAC,SG,2016,75,28,16.3,5.6,11.7,48,2.7,5.6,47.5,2.4,2.7,88.8,1.9,1.4,0.6,0.1,1,0,0,17.58
Andre Drummond,DET,C,2016,81,32.9,16.2,6.8,13.1,52.1,0,0.1,33.3,2.6,7.2,35.5,14.8,0.8,1.5,1.4,1.9,66,0,21.3
Kevin Love,CLE,PF,2016,77,31.5,16,5.3,12.7,41.9,2.1,5.7,36,3.4,4.1,82.2,9.9,2.4,0.8,0.5,1.8,35,0,19.08
Victor Oladipo,ORL,SG,2016,72,33,16,5.9,13.5,43.8,1.4,3.9,34.8,2.8,3.4,83,4.8,3.9,1.6,0.8,2.1,3,1,16.77
Jeff Teague,ATL,PG,2016,79,28.5,15.7,5.5,12.5,43.9,1.4,3.5,40,3.3,3.9,83.7,2.7,5.9,1.2,0.3,2.8,4,0,17.98
Jordan Clarkson,LAL,PG,2016,79,32.3,15.5,6,13.9,43.3,1.4,4.1,34.7,2.1,2.6,80.4,4,2.4,1.1,0.1,1.7,1,0,14.34
Evan Fournier,ORL,SG,2016,79,32.5,15.4,5.4,11.8,46.2,2,4.9,40,2.5,3,83.6,2.8,2.7,1.2,0,1.7,0,0,14.71
Lou Williams,LAL,SG,2016,67,28.5,15.3,4.2,10.3,40.8,1.6,4.8,34.4,5.3,6.3,83,2.5,2.5,0.9,0.3,1.6,0,0,17.76
Greg Monroe,MIL,C,2016,79,29.3,15.3,6.2,11.9,52.2,0,0,0,2.9,3.9,74,8.8,2.3,0.9,0.8,1.6,32,0,21.87
Zach Randolph,MEM,F,2016,68,29.6,15.3,6.3,13.3,47.5,0.1,0.4,23.1,2.5,3.2,79.6,7.8,2.1,0.6,0.2,1.5,17,1,18.39
Al Horford,ATL,C,2016,82,32.1,15.2,6.5,12.8,50.5,1.1,3.1,34.4,1.3,1.6,79.8,7.3,3.2,0.8,1.5,1.3,17,0,19.46
Russell Westbrook,OKC,PG,2017,81,34.6,31.6,10.2,24,42.5,2.5,7.2,34.3,8.8,10.4,84.5,10.7,10.4,1.6,0.4,5.4,62,42,30.7
James Harden,HOU,SG,2017,81,36.4,29.1,8.3,18.9,44,3.2,9.3,34.7,9.2,10.9,84.7,8.1,11.2,1.5,0.5,5.7,64,22,27.43
Isaiah Thomas,BOS,G,2017,76,33.8,28.9,9,19.4,46.3,3.2,8.5,37.9,7.8,8.5,90.9,2.7,5.9,0.9,0.2,2.8,5,0,26.59
Anthony Davis,NO,PF,2017,75,36.1,28,10.3,20.3,50.5,0.5,1.8,29.9,6.9,8.6,80.2,11.8,2.1,1.3,2.2,2.4,49,0,27.59
DeMar DeRozan,TOR,SF,2017,74,35.4,27.3,9.7,20.9,46.7,0.4,1.7,26.6,7.4,8.7,84.2,5.2,3.9,1.1,0.2,2.4,5,0,24.09
Damian Lillard,POR,PG,2017,75,35.9,27,8.8,19.8,44.4,2.9,7.7,37,6.5,7.3,89.5,4.9,5.9,0.9,0.3,2.6,11,0,24.15
DeMarcus Cousins,SAC/NO,C,2017,72,34.2,27,9,19.9,45.2,1.8,5,36.1,7.2,9.3,77.2,11,4.6,1.4,1.3,3.7,46,2,25.84
LeBron James,CLE,SF,2017,74,37.8,26.4,9.9,18.2,54.8,1.7,4.6,36.3,4.8,7.2,67.4,8.6,8.7,1.2,0.6,4.1,42,13,27.11
Kawhi Leonard,SA,SF,2017,74,33.4,25.5,8.6,17.7,48.5,2,5.2,38,6.3,7.2,88,5.8,3.5,1.8,0.7,2.1,9,0,27.62
Stephen Curry,GS,PG,2017,79,33.4,25.3,8.5,18.3,46.8,4.1,10,41.1,4.1,4.6,89.8,4.5,6.6,1.8,0.2,3,9,0,24.74
Kyrie Irving,CLE,PG,2017,72,35.1,25.2,9.3,19.7,47.3,2.5,6.1,40.1,4.1,4.6,90.5,3.2,5.8,1.2,0.3,2.5,8,0,23.09
Karl-Anthony Towns,MIN,C,2017,82,37,25.1,9.8,18,54.2,1.2,3.4,36.7,4.3,5.2,83.2,12.3,2.7,0.7,1.3,2.6,62,1,26
Kevin Durant,GS,PF,2017,62,33.4,25.1,8.9,16.5,53.7,1.9,5,37.5,5.4,6.2,87.5,8.3,4.8,1.1,1.6,2.2,23,1,27.68
Jimmy Butler,CHI,SF,2017,76,37,23.9,7.5,16.5,45.5,1.2,3.3,36.7,7.7,8.9,86.5,6.2,5.5,1.9,0.4,2.1,15,2,25.19
Paul George,IND,SG,2017,75,35.9,23.7,8.3,18,46.1,2.6,6.6,39.3,4.5,5,89.8,6.6,3.3,1.6,0.4,2.9,11,0,20.3
Andrew Wiggins,MIN,SF,2017,82,37.2,23.6,8.6,19.1,45.2,1.3,3.5,35.6,5,6.6,76,4,2.3,1,0.4,2.3,1,0,16.62
Kemba Walker,CHA,PG,2017,79,34.7,23.2,8.1,18.3,44.4,3,7.6,39.9,3.8,4.5,84.7,3.9,5.5,1.1,0.3,2.1,8,0,21.41
John Wall,WSH,PG,2017,78,36.4,23.1,8.3,18.4,45.1,1.1,3.5,32.7,5.4,6.8,80.1,4.2,10.7,2,0.6,4.1,50,0,23.28
Bradley Beal,WSH,SG,2017,77,34.9,23.1,8.3,17.2,48.2,2.9,7.2,40.4,3.7,4.4,82.5,3.1,3.5,1.1,0.3,2,1,0,20.21
CJ McCollum,POR,SG,2017,80,35,23,8.7,18,48,2.3,5.5,42.1,3.4,3.7,91.2,3.6,3.6,0.9,0.5,2.2,1,0,19.99
Giannis Antetokounmpo,MIL,PF,2017,80,35.6,22.9,8.2,15.7,52.1,0.6,2.3,27.2,5.9,7.7,77,8.8,5.4,1.6,1.9,2.9,32,3,26.13
Carmelo Anthony,NY,PF,2017,74,34.3,22.4,8.1,18.8,43.3,2,5.7,35.9,4.1,4.9,83.3,5.9,2.9,0.8,0.4,2.1,7,0,17.96
Kyle Lowry,TOR,PG,2017,60,37.4,22.4,7.1,15.3,46.4,3.2,7.8,41.2,5,6.1,81.9,4.8,7,1.5,0.3,2.9,11,1,22.92
Klay Thompson,GS,SG,2017,78,34,22.3,8.3,17.6,46.8,3.4,8.3,41.4,2.4,2.8,85.3,3.7,2.1,0.8,0.5,1.6,0,0,17.53
Devin Booker,PHX,SG,2017,78,35,22.1,7.8,18.3,42.3,1.9,5.2,36.3,4.7,5.7,83.2,3.2,3.4,0.9,0.3,3.1,0,0,14.64
Gordon Hayward,UTAH,SF,2017,73,34.5,21.9,7.5,15.8,47.1,2,5.1,39.8,5,5.9,84.4,5.4,3.5,1,0.3,1.9,2,0,22.23
Blake Griffin,LAC,PF,2017,61,34,21.6,7.9,15.9,49.3,0.6,1.9,33.6,5.2,6.9,76,8.1,4.9,0.9,0.4,2.3,19,1,22.71
Eric Bledsoe,PHX,SG,2017,66,33,21.1,6.8,15.7,43.4,1.6,4.7,33.5,5.9,6.9,84.7,4.8,6.3,1.4,0.5,3.4,7,1,20.56
Brook Lopez,BKN,C,2017,75,29.6,20.5,7.4,15.6,47.4,1.8,5.2,34.6,3.9,4.9,81,5.4,2.3,0.5,1.7,2.5,2,0,20.48
Mike Conley,MEM,PG,2017,69,33.2,20.5,6.7,14.6,45.9,2.5,6.1,40.7,4.6,5.3,85.9,3.5,6.3,1.3,0.3,2.3,8,0,23.26
Goran Dragic,MIA,PG,2017,73,33.7,20.3,7.3,15.4,47.5,1.6,4,40.5,4.1,5.2,79,3.8,5.8,1.2,0.2,2.9,6,0,19.84
Marc Gasol,MEM,C,2017,74,34.2,19.5,7.2,15.7,45.9,1.4,3.6,38.8,3.8,4.5,83.7,6.3,4.6,0.9,1.3,2.2,11,2,20.32
Harrison Barnes,DAL,SF,2017,79,35.5,19.2,7.6,16.2,46.8,1,2.8,35.1,3.1,3.6,86.1,5,1.5,0.8,0.2,1.3,1,0,16.34
Kevin Love,CLE,PF,2017,60,31.4,19,6.2,14.5,42.7,2.4,6.5,37.3,4.3,4.9,87.1,11.1,1.9,0.9,0.4,2,41,0,21.18
Dwyane Wade,CHI,G,2017,60,29.9,18.3,6.9,15.9,43.4,0.8,2.4,31,3.7,4.7,79.4,4.5,3.8,1.4,0.7,2.3,2,0,18.55
Danilo Gallinari,DEN,PF,2017,63,33.9,18.2,5.3,11.9,44.7,2,5.1,38.9,5.5,6.1,90.2,5.2,2.1,0.6,0.2,1.3,4,0,17.41
Kristaps Porzingis,NY,C,2017,66,32.8,18.1,6.7,14.9,45,1.7,4.8,35.7,3,3.8,78.6,7.2,1.5,0.7,2,1.8,12,0,17.49
Chris Paul,LAC,PG,2017,61,31.5,18.1,6.1,12.9,47.6,2,5,41.1,3.8,4.3,89.2,5,9.2,2,0.1,2.4,24,1,26.25
Paul Millsap,ATL,PF,2017,69,34,18.1,6.2,14.1,44.2,1.1,3.5,31.1,4.5,5.9,76.8,7.7,3.7,1.3,0.9,2.3,19,0,17.91
Derrick Rose,NY,PG,2017,64,32.5,18,7.2,15.3,47.1,0.2,0.9,21.7,3.5,4,87.4,3.8,4.4,0.7,0.3,2.3,2,0,17.05
Dennis Schroder,ATL,PG,2017,79,31.5,17.9,6.9,15.4,45.1,1.3,3.7,34,2.8,3.2,85.5,3.1,6.3,0.9,0.2,3.3,10,0,16.18
Lou Williams,LAL/HOU,SG,2017,81,24.6,17.5,5.3,12.3,42.9,2,5.5,36.5,5,5.6,88,2.5,3,1,0.2,2,0,0,21.44
LaMarcus Aldridge,SA,C,2017,72,32.4,17.3,6.9,14.6,47.7,0.3,0.8,41.1,3.1,3.8,81.2,7.3,1.9,0.6,1.2,1.4,18,0,18.66
Evan Fournier,ORL,SG,2017,68,32.9,17.2,6,13.7,43.9,1.9,5.3,35.6,3.3,4.1,80.5,3.1,3,1,0.1,2.1,1,0,13.99
Hassan Whiteside,MIA,C,2017,77,32.6,17,7,12.6,55.7,0,0,0,2.9,4.6,62.8,14.1,0.7,0.7,2.1,2,58,0,22.68
Nikola Jokic,DEN,C,2017,73,27.9,16.7,6.8,11.7,57.8,0.6,1.9,32.4,2.6,3.1,82.5,9.8,4.9,0.8,0.8,2.3,39,6,26.4
Eric Gordon,HOU,SG,2017,75,31,16.2,5.5,13.5,40.6,3.3,8.8,37.2,2,2.3,84,2.7,2.5,0.6,0.5,1.6,0,0,13.22
Tobias Harris,DET,PF,2017,82,31.3,16.1,6.2,13,48.1,1.3,3.8,34.7,2.3,2.8,84.1,5.1,1.7,0.7,0.5,1.2,3,0,16.95
Victor Oladipo,OKC,SG,2017,67,33.2,15.9,6.1,13.9,44.2,1.9,5.3,36.1,1.7,2.3,75.3,4.3,2.6,1.2,0.3,1.8,3,0,13.62
Wilson Chandler,DEN,F,2017,71,30.9,15.7,6.1,13.2,46.1,1.5,4.6,33.7,2,2.7,72.7,6.5,2,0.7,0.4,1.6,9,0,15
James Harden,HOU,SG,2018,72,35.4,30.4,9,20.1,44.9,3.7,10,36.7,8.7,10.1,85.8,5.4,8.8,1.8,0.7,4.4,31,4,29.87
Anthony Davis,NO,PF,2018,75,36.4,28.1,10.4,19.5,53.4,0.7,2.2,34,6.6,8,82.8,11.1,2.3,1.5,2.6,2.2,50,1,28.98
LeBron James,CLE,SF,2018,82,36.9,27.5,10.5,19.3,54.2,1.8,5,36.7,4.7,6.5,73.1,8.6,9.1,1.4,0.9,4.2,52,18,28.65
Damian Lillard,POR,PG,2018,73,36.6,26.9,8.5,19.4,43.9,3.1,8.6,36.1,6.8,7.4,91.6,4.5,6.6,1.1,0.4,2.8,11,0,25.19
Giannis Antetokounmpo,MIL,PF,2018,75,36.7,26.9,9.9,18.7,52.9,0.6,1.9,30.7,6.5,8.5,76,10,4.8,1.5,1.4,3,42,1,27.37
Kevin Durant,GS,PF,2018,68,34.2,26.4,9.3,18,51.6,2.5,6.1,41.9,5.3,5.9,88.9,6.8,5.4,0.7,1.8,3,15,2,26.05
Russell Westbrook,OKC,PG,2018,80,36.4,25.4,9.5,21.1,44.9,1.2,4.1,29.8,5.2,7.1,73.7,10.1,10.3,1.8,0.3,4.8,59,25,24.8
Kyrie Irving,BOS,PG,2018,60,32.2,24.4,8.9,18.1,49.1,2.8,6.8,40.8,3.9,4.4,88.9,3.8,5.1,1.1,0.3,2.3,1,0,25.03
LaMarcus Aldridge,SA,C,2018,75,33.5,23.1,9.2,18,51,0.4,1.2,29.3,4.5,5.3,83.7,8.5,2,0.6,1.2,1.5,27,0,25.12
Victor Oladipo,IND,SG,2018,75,34,23.1,8.5,17.9,47.7,2.1,5.8,37.1,3.9,4.9,79.9,5.2,4.3,2.4,0.8,2.9,3,0,23.12
DeMar DeRozan,TOR,SF,2018,80,33.9,23,8.1,17.7,45.6,1.1,3.6,31,5.8,7,82.5,3.9,5.2,1.1,0.3,2.2,0,0,21.1
Joel Embiid,PHI,C,2018,63,30.3,22.9,8.1,16.8,48.3,1,3.4,30.8,5.7,7.4,76.9,11,3.2,0.6,1.8,3.7,38,0,22.95
Bradley Beal,WSH,SG,2018,82,36.3,22.6,8.3,18.1,46,2.4,6.5,37.5,3.6,4.5,79.1,4.4,4.5,1.2,0.4,2.6,4,0,18.51
Lou Williams,LAC,SG,2018,79,32.8,22.6,7.4,16.9,43.5,2.4,6.6,35.9,5.5,6.2,88,2.5,5.3,1.1,0.2,3,7,0,20.29
Jimmy Butler,MIN,SF,2018,59,36.7,22.2,7.4,15.6,47.4,1.2,3.4,35,6.2,7.2,85.4,5.3,4.9,2,0.4,1.8,3,0,23.7
Kemba Walker,CHA,PG,2018,80,34.2,22.1,7.4,17,43.1,2.9,7.5,38.4,4.5,5.3,86.4,3.1,5.6,1.1,0.3,2.2,3,0,20.62
Paul George,OKC,SG,2018,79,36.6,21.9,7.3,17,43,3.1,7.7,40.1,4.3,5.2,82.2,5.7,3.3,2,0.5,2.7,4,0,18.71
Blake Griffin,LAC/DET,PF,2018,58,34,21.4,7.5,17.2,43.8,1.9,5.6,34.5,4.5,5.7,78.5,7.4,5.8,0.7,0.3,2.8,16,3,19.65
CJ McCollum,POR,SG,2018,81,36.1,21.4,8.2,18.6,44.3,2.3,5.9,39.7,2.6,3.1,83.6,4,3.4,1,0.4,1.9,1,0,17
Karl-Anthony Towns,MIN,C,2018,82,35.6,21.3,7.8,14.3,54.5,1.5,3.5,42.1,4.2,4.9,85.8,12.3,2.4,0.8,1.4,1.9,68,0,24.99
Donovan Mitchell,UTAH,SG,2018,79,33.4,20.5,7.5,17.2,43.7,2.4,7,34,3,3.8,80.5,3.7,3.7,1.5,0.3,2.7,0,0,16.74
Khris Middleton,MIL,SF,2018,82,36.4,20.1,7.2,15.5,46.6,1.8,5,35.9,3.9,4.4,88.4,5.2,4,1.5,0.3,2.3,5,1,17.45
Klay Thompson,GS,SG,2018,73,34.3,20,7.9,16.1,48.8,3.1,7.1,44,1.1,1.3,83.7,3.8,2.5,0.8,0.5,1.8,2,0,16.15
T.J. Warren,PHX,SF,2018,65,33,19.6,8.1,16.4,49.8,0.3,1.4,22.2,3,3.9,75.7,5.1,1.3,1,0.6,1.3,6,0,17.71
Dennis Schroder,ATL,PG,2018,67,31,19.4,7.5,17.1,43.6,1.1,3.9,29,3.4,4,84.9,3.1,6.2,1.1,0.1,2.7,5,0,17.41
Jrue Holiday,NO,PG,2018,81,36.1,19,7.6,15.4,49.4,1.5,4.4,33.7,2.3,2.9,78.6,4.5,6,1.5,0.8,2.6,8,1,17.87
Harrison Barnes,DAL,SF,2018,77,34.2,18.9,7,15.7,44.5,1.5,4.3,35.7,3.4,4.1,82.7,6.1,2,0.6,0.2,1.5,8,0,15.89
Chris Paul,HOU,PG,2018,58,31.8,18.6,6.3,13.8,46,2.5,6.5,38,3.5,3.8,91.9,5.4,7.9,1.7,0.2,2.2,14,1,24.39
Tobias Harris,DET/LAC,PF,2018,80,33.4,18.6,7,15.3,46,2.3,5.6,41.1,2.2,2.7,82.9,5.5,2.4,0.9,0.4,1.3,3,0,17.2
Nikola Jokic,DEN,C,2018,75,32.5,18.5,6.7,13.5,49.9,1.5,3.7,39.6,3.5,4.2,85,10.7,6.1,1.2,0.8,2.8,38,10,24.52
Eric Gordon,HOU,SG,2018,69,31.2,18,6,14.1,42.8,3.2,8.8,35.9,2.8,3.5,80.9,2.5,2.2,0.6,0.4,1.9,0,0,15.22
Eric Bledsoe,PHX/MIL,SG,2018,74,31.4,17.7,6.3,13.4,47.3,1.7,4.9,34.7,3.4,4.3,79.5,3.8,5,2,0.6,2.9,3,1,19.79
Andrew Wiggins,MIN,SF,2018,82,36.3,17.7,6.9,15.9,43.8,1.4,4.1,33.1,2.5,3.8,64.3,4.4,2,1.1,0.6,1.7,1,0,13.1
Aaron Gordon,ORL,PF,2018,58,32.9,17.6,6.5,14.9,43.4,2,5.9,33.6,2.7,3.9,69.8,7.9,2.3,1,0.8,1.8,17,0,16.51
Kevin Love,CLE,PF,2018,59,28,17.6,5.7,12.4,45.8,2.3,5.6,41.5,4,4.5,88,9.3,1.7,0.7,0.4,1.5,31,0,22.44
Gary Harris,DEN,SG,2018,67,34.4,17.5,6.6,13.6,48.5,2.3,5.9,39.6,2,2.4,82.7,2.6,2.9,1.8,0.2,1.8,0,0,16.6
Goran Dragic,MIA,PG,2018,75,31.7,17.3,6.5,14.3,45,1.5,4,37,2.9,3.6,80.1,4.1,4.8,0.8,0.2,2.2,3,0,16.64
Marc Gasol,MEM,C,2018,73,33,17.2,5.9,14.2,42,1.5,4.4,34.1,3.8,4.6,83.4,8.1,4.2,0.7,1.4,2.7,25,1,17.42
